,IPO name,Offer date,SIC,Ticker,Unit,Offer price,S1Link
74,QIWI PLC,20130502,7389,QIWI,1,17.0,
75,Professional Diversity Network,20130305,7375,IPDN,1,8.0,
76,YY Inc,20121120,7374,YY,1,10.5,
77,Shutterstock Inc,20121010,7374,SSTK,1,17.0,
78,LifeLock Inc,20121002,7372,LOCK,1,9.0,
79,Qualys Inc,20120927,7372,QLYS,1,12.0,
80,Trulia Inc,20120919,7374,TRLA,1,17.0,
81,KAYAK Software Corp,20120719,7375,KYAK,1,26.0,
82,ServiceNow Inc,20120628,7372,NOW,1,18.0,
83,Facebook Inc,20120517,7375,FB,1,38.0,
84,Infoblox Inc,20120419,7374,BLOX,1,16.0,
85,Proofpoint Inc,20120419,7372,PFPT,1,13.0,
86,CafePress Inc,20120328,5999,PRSS,1,19.0,
87,Millennial Media Inc,20120328,7372,MM,1,13.0,
88,Vantiv Inc,20120321,7389,VNTV,1,17.0,
89,Demandware Inc,20120314,7372,DWRE,1,16.0,
90,Yelp Inc,20120301,7375,YELP,1,15.0,
91,Bazaarvoice Inc,20120223,7372,BV,1,12.0,
92,Synacor Inc,20120209,7389,SYNC,1,5.0,
93,AVG Technologies NV,20120201,7372,AVG,1,16.0,
94,Guidewire Software Inc,20120124,7372,GWRE,1,13.0,
95,Zynga Inc,20111215,7374,ZNGA,1,10.0,
96,Angie's List Inc,20111116,7381,ANGI,1,13.0,
97,Groupon Inc,20111103,7375,GRPN,1,20.0,
98,Tudou Holdings Ltd,20110816,7375,TUDO,1,29.0,
99,Carbonite Inc,20110810,7375,CARB,1,10.0,
100,Zillow Inc,20110719,7375,Z,1,20.0,
101,HomeAway Inc,20110628,7375,AWAY,1,27.0,
102,Bankrate Inc,20110616,7389,RATE,1,15.0,
103,Pandora Media Inc,20110614,4832,P,1,16.0,
104,Yandex NV,20110524,7375,YNDX,1,25.0,
105,LinkedIn Corp,20110518,7375,LNKD,1,45.0,
106,FriendFinder Networks Inc,20110510,7375,FFN,1,10.0,
107,Renren Inc,20110503,7375,RENN,1,14.0,
108,Boingo Wireless Inc,20110503,7375,WIFI,1,13.5,
109,Ellie Mae Inc,20110414,7372,ELLI,1,6.0,
110,Qihoo 360 Technology Co Ltd,20110329,7375,QIHU,1,14.5,
111,GAIN Capital Holdings Inc,20101215,6221,GCAP,1,9.0,
112,Sky-mobi Ltd,20101209,7372,MOBI,1,8.0,
113,Youku.com Inc,20101208,3663,YOKU,1,12.8,
